"","names","Freq"
"5753","Muhammad Iqbal",2
"5754","Murasaki",2
"5755","Myra Kelly",2
"5756","Myron Eells",2
"5757","Myrta Lockett Avary",2
"5758","N. Hudson Moore",2
"5759","Najeeb M. Saleeby",2
"5760","Nalbro Bartley",2
"5761","Nancy Gardner Prince",2
"5762","Nancy Huston Banks",2
"5763","Napoleon III, Emperor of the French, 1808-1873.",2
"5764","Napoleone Colajanni",2
"5765","Nassau W. Senior",2
"5766","Nat Schachner",2
"5767","Natalie Clifford Barney",2
"5768","Nathan Drake",2
"5769","Nathaniel Bright Emerson",2
"5770","Nathaniel H. Bishop",2
"5771","Nathaniel Newnham-Davis",2
"5772","Nathaniel Pitt Langford",2
"5773","Nathaniel Southgate Shaler",2
"5774","Natt Noyes Dodge",2
"5775","Neil R. Jones",2
"5776","Nellie Van de Grift Sanchez",2
"5777","Nestor Tanner",2
"5778","Nettie Maria Stevens",2
"5779","Nevin O. (Nevin Otto) Winter",2
"5780","Niccolò Forteguerri",2
"5781","Nicholas Gogol",2
"5782","Nicholas Rowe",2
"5783","Nicholas Wiseman",2
"5784","Nicolaas Beets",2
"5785","Nikolai Leskow",2
"5786","Nikolai Vasilevich Gogol",2
"5787","Nikolaj Velimirovic",2
"5788","Nina Wilcox Putnam",2
"5789","Nino Martoglio",2
"5790","no. 77. Miryam. pseud. of Miryam",2
"5791","Noah Brooks",2
"5792","Noel Sainsbury, Jr.",2
"5793","Nora Perry",2
"5794","Norman Gale",2
"5795","Norman H. Schneider",2
"5796","Norman Macleod",2
"5797","Norman MacLeod",2
"5798","Norman Springer",2
"5799","Octave Delepierre",2
"5800","Olaf Baker",2
"5801","Old Sleuth",2
"5802","Olive Higgins Prouty",2
"5803","Olive Hyde Foster",2
"5804","Oll Coomes",2
"5805","Olli Wuorinen",2
"5806","Osbert Sitwell",2
"5807","Osborne J. P. Widtsoe",2
"5808","Oscar D. Skelton",2
"5809","Oscar Pletsch",2
"5810","Oskar Panizza",2
"5811","Osmo Lajula",2
"5812","Ottilie A. Liljencrantz",2
"5813","Otto Donner",2
"5814","Otto Flake",2
"5815","Otto George Lütken",2
"5816","Otto Jespersen",2
"5817","Otto Ludwig",2
"5818","Otto Manninen",2
"5819","Otto von Kotzebue",2
"5820","Otto Weininger",2
"5821","Otto Witt",2
"5822","Owen Jones",2
"5823","Owen Seaman",2
"5824","P. H. Ditchfield",2
"5825","P. J. Andriessen",2
"5826","P. L. Sclater",2
"5827","P. L. Simmonds",2
"5828","P. Louwerse",2
"5829","P. Schuyler Miller",2
"5830","Pamphile Lemay",2
"5831","Patricio Mariano",2
"5832","Patrick Fahy",2
"5833","Patrick Matthew",2
"5834","Patrick Wilkins",2
"5835","Paul-Jean Toulet",2
"5836","Paul Arène",2
"5837","Paul Bewsher",2
"5838","Paul d'Estrée",2
"5839","Paul E. Schulz",2
"5840","Paul Marcoy",2
"5841","Paul Margueritte",2
"5842","Paul Otlet",2
"5843","Paul S. Reinsch",2
"5844","Paul Scarron",2
"5845","Paul Scudo",2
"5846","Paul Stiel",2
"5847","Paul Valéry",2
"5848","Paul von Hindenburg",2
"5849","Paule Henry-Bordeaux",2
"5850","Pauline Wengeroff",2
"5851","Pausanias",2
"5852","Payne Erskine",2
"5853","Pedro Calderon de la Barca",2
"5854","Pedro de Aguado",2
"5855","Pedro J. Lemos",2
"5856","Pemberton Ginther",2
"5857","Percival Lowell",2
"5858","Percival Pollard",2
"5859","Percival Wilde",2
"5860","Percy Brebner",2
"5861","Percy Dearmer",2
"5862","Percy Lubbock",2
"5863","Peter Abelard",2
"5864","Peter Hampson Ditchfield",2
"5865","Phaedrus",2
"5866","Philanthropos",2
"5867","Philip Francis Nowlan",2
"5868","Philip Massinger",2
"5869","Philip Norman",2
"5870","Philip Thicknesse",2
"5871","Philip Wylie",2
"5872","Philipp Frank, translator:",2
"5873","Phillip Parker King",2
"5874","Phillips Brooks",2
"5875","Phocion-Aristide-Paulin Verdier",2
"5876","Phoebe Allen",2
"5877","Pierre-Louis Roederer",2
"5878","Pierre Antoine Edouard Fleury de Chaboulon",2
"5879","Pierre Benoît",2
"5880","Pierre Daru",2
"5881","Pierre de Bourdeille Brantôme",2
"5882","Pierre Dufay",2
"5883","Pierre Marge",2
"5884","Pierre Marie Quitard",2
"5885","Pierre Véron",2
"5886","Pierre Zaccone",2
"5887","Piet Visser",2
"5888","Pietro Aretino",2
"5889","Pietro Fanfani",2
"5890","Pietro Metastasio",2
"5891","Pitts Sanborn",2
"5892","Polybius",2
"5893","Postmaster General",2
"5894","prayers of Peter Marshall. Peter",2
"5895","Prentiss Ingraham",2
"5896","Prince Sarath Ghosh",2
"5897","Princess Catherine Radziwill",2
"5898","Produced by Christos Alexandridis Title: Autumn Author:",2
"5899","Prosper Merimee",2
"5900","Publius Ovidius Naso",2
"5901","Queen Victoria",2
"5902","R. C. Tombs",2
"5903","R. Cadwallader Smith",2
"5904","R. J. Campbell",2
"5905","R. L. Garner",2
"5906","R. S. Surtees",2
"5907","R. T. Pritchett",2
"5908","R. V. Russell",2
"5909","R. W. Campbell",2
"5910","R. W. Church",2
"5911","R. W. Stockheker",2
"5912","R.V. Russell",2
"5913","R.W. Church",2
"5914","Raden Adjeng Kartini",2
"5915","Rafael Hertzberg",2
"5916","Rafael Puig y Valls",2
"5917","Raffaello Barbiera",2
"5918","Ralph Barton Perry",2
"5919","Ralph S. Kendall",2
"5920","Ralph Sholto",2
"5921","Ralph Victor",2
"5922","Ramón A. Laval",2
"5923","Raphael Aloysius Lafferty",2
"5924","Raphael Semmes",2
"5925","Ray Coppock Beery",2
"5926","Ray Stannard Baker",2
"5927","Recent System of the World. Francesco Borghesi of Mechel of",2
"5928","Reginald Brimley Johnson",2
"5929","Reginald Crundall Punnett",2
"5930","Reginald Hodder",2
"5931","Reginald Kann",2
"5932","Remy De Gourmont",2
"5933","Rena I. Halsey",2
"5934","René Caillié",2
"5935","René Maizeroy",2
"5936","René Vallery-Radot",2
"5937","Rev. Joseph Phillimore",2
"5938","Rheta Childe Dorr",2
"5939","Richard Aldington",2
"5940","Richard Aumerle Maher",2
"5941","Richard B. Morris",2
"5942","Richard Bradley",2
"5943","Richard Burton",2
"5944","Richard C. Fox",2
"5945","Richard Caton",2
"5946","Richard Clapham",2
"5947","Richard Cocks",2
"5948","Richard Crashaw",2
"5949","Richard Doyle",2
"5950","Richard F. Johnston",2
"5951","Richard G. Moulton",2
"5952","Richard Henry Bonnycastle",2
"5953","Richard Henry Dana",2
"5954","Richard Henry Major",2
"5955","Richard King",2
"5956","Richard le Gallienne",2
"5957","Richard Mace Elam",2
"5958","Richard Maples",2
"5959","Richard McKenna",2
"5960","Richard Middleton",2
"5961","Richard Mulcaster",2
"5962","Richard Newton",2
"5963","Richard Owen",2
"5964","Richard Steele",2
"5965","Richard Wayne Lykes",2
"5966","Right Reverend Paul Ambroise Bigandet",2
"5967","Roald Amundsen",2
"5968","Robert A. Christman",2
"5969","Robert A. Watson",2
"5970","Robert B. Finley",2
"5971","Robert Baden-Powell",2
"5972","Robert Blatchford",2
"5973","Robert Boyle",2
"5974","Robert C. Benchley",2
"5975","Robert Coltman Clephan",2
"5976","Robert Curzon",2
"5977","Robert de La Sizeranne",2
"5978","Robert de Montesquiou",2
"5979","Robert Ernest Gilbert",2
"5980","Robert Estienne",2
"5981","Robert Ferguson",2
"5982","Robert Ford",2
"5983","Robert George Baker",2
"5984","Robert Grant Watson",2
"5985","Robert Greene",2
"5986","Robert Hamill Nassau",2
"5987","Robert Heymann",2
"5988","Robert Heywood",2
"5989","Robert Hunt",2
"5990","Robert J. Cressman",2
"5991","Robert J. S. Bertram",2
"5992","Robert J. Sawyer",2
"5993","Robert Jennings",2
"5994","Robert L. Packard",2
"5995","Robert Leckie",2
"5996","Robert Machray",2
"5997","Robert McReynolds",2
"5998","Robert Means Lawrence",2
"5999","Robert Musil",2
"6000","Robert Randall",2
"6001","Robert Ross",2
"6002","Robert S. Rait",2
"6003","Robert Scott",2
"6004","Robert Shackleton",2
"6005","Robert Stevenson",2
"6006","Robert T. Kerlin",2
"6007","Robert Wicks",2
"6008","Robert Williams Wood",2
"6009","Robert Willis",2
"6010","Roberto Payró",2
"6011","Rodrigues Ottolengui",2
"6012","Roger Kuykendall",2
"6013","Roger W. Babson",2
"6014","Rolf Bennett",2
"6015","Roman Frederick Starzl",2
"6016","Rommert Casimir",2
"6017","Romolo Murri",2
"6018","Ronald Charles Sutherland Gower",2
"6019","Ronald Ross",2
"6020","Rosalía de Castro",2
"6021","Rosalind Goforth",2
"6022","Rosalind Northcote",2
"6023","Rose Fyleman",2
"6024","Rose Wilder Lane",2
"6025","Ross Beeckman",2
"6026","Roswell Park",2
"6027","Roy Rolfe Gilson",2
"6028","Royal Dixon",2
"6029","Ruby Lorraine Radford",2
"6030","Rudolf Carl von Slatin",2
"6031","Rudolf Erich Raspe",2
"6032","Rudolf Hans Bartsch",2
"6033","Rudolf Leonhard",2
"6034","Rudolph Erich Raspe",2
"6035","Rudolph Rittmeyer",2
"6036","Rudolph Steiner",2
"6037","Rufus Anderson",2
"6038","Rufus Merrill",2
"6039","Rufus Rockwell Wilson",2
"6040","Runar Schildt",2
"6041","Rupert Brooke",2
"6042","Russell H. Chittenden",2
"6043","Russell Robert Winterbotham",2
"6044","Ruth Comfort Mitchell",2
"6045","Ruth Ellis Messenger",2
"6046","Ruth Putnam",2
"6047","Rutherford G. Montgomery",2
"6048","Rutherford Mayne",2
"6049","Ruupert Kainulainen",2
"6050","S. A. (Samuel Astley) Dunham",2
"6051","S. G. Tallentyre",2
"6052","S. L. (Samuel Levy) Bensusan",2
"6053","S. L. Bensusan",2
"6054","S. M. Dubnow",2
"6055","S. S. Curry",2
"6056","S. W. Partridge",2
"6057","S.C. Hall",2
"6058","Sadakichi Hartmann",2
"6059","Saint Athanasius Archbishop of Alexandria",2
"6060","Saint Patrick",2
"6061","Salimbene de Adam",2
"6062","Salvador Brau",2
"6063","Sam Carson",2
"6064","Sam Moskowitz",2
"6065","Samuel Alexander White",2
"6066","Samuel Alfred Barrett",2
"6067","Samuel Auguste David Tissot",2
"6068","Samuel de Champlain",2
"6069","Samuel Ellsworth Kiser",2
"6070","Samuel F. B. Morse",2
"6071","Samuel Foote",2
"6072","Samuel George Morton",2
"6073","Samuel Hall Young",2
"6074","Samuel J. Tilden",2
"6075","Samuel Laing",2
"6076","Samuel M. Zwemer",2
"6077","Samuel Manning",2
"6078","Samuel P. Orth",2
"6079","Samuel Phillips Day",2
"6080","Samuel R. Delany",2
"6081","Sándor Balázs",2
"6082","Sándor Endrődi",2
"6083","Sándor Reményik",2
"6084","Saneatsu Mushanokoji",2
"6085","Sara Agnes Rice Pryor",2
"6086","Sarah P. McLean Greene",2
"6087","Sarah Schoonmaker Baker",2
"6088","Sarah Tyson Heston Rorer",2
"6089","Science and Education Administration",2
"6090","Seba Smith",2
"6091","Sebastian Kneipp",2
"6092","Second book. B. L. Ulman. NM:",2
"6093","Seigneur De Brantôme",2
"6094","Selma Lagerlof",2
"6095","Selma Ottiliana Lovisa Lagerlöf",2
"6096","Selwyn Brinton",2
"6097","Seumas O'Brien",2
"6098","Shearjashub Spooner",2
"6099","Sherburne Friend Cook",2
"6100","Sherman Crockett",2
"6101","Sherwin Cody",2
"6102","Shi Hui",2
"6103","Shi Su",2
"6104","Shi Zhen Wang",2
"6105","Shirley Watkins",2
"6106","Shizhen Wang",2
"6107","Sidford F. Hamp",2
"6108","Sidney Colvin",2
"6109","Sidney Webb",2
"6110","Silas K. Boone",2
"6111","Silas X. Floyd",2
"6112","Silas Xavier Floyd",2
"6113","Silvio A. Bedini",2
"6114","Simon Tyssot de Patot",2
"6115","Sir Arthur Conan Doyle",2
"6116","Sir C. F. Lachelles Wraxall",2
"6117","Sir E. Ray (Edwin Ray) Lankester",2
"6118","Sir Hall Caine",2
"6119","Sir James George Frazer",2
"6120","Sir John Lubbock",2
"6121","Sir John Ross",2
"6122","Sir John William Kaye",2
"6123","Sir Joshua Reynolds",2
"6124","Sir Leslie Stephen",2
"6125","Sir Max Pemberton",2
"6126","Sir Richard Henry Bonnycastle",2
"6127","Sir William Edward Parry",2
"6128","Sir William Magnay",2
"6129","Slason Thompson",2
"6130","Solon Robinson",2
"6131","Sophie Cottin",2
"6132","Sophie Mannerheim",2
"6133","Sophus Ruge",2
"6134","Spencer Davenport",2
"6135","St. George Tucker",2
"6136","St. John Hankin",2
"6137","Stanley C. Johnson",2
"6138","Stanley John Weyman",2
"6139","Stanley Lane-Poole",2
"6140","Stanley Portal Hyatt",2
"6141","Stanley Washburn",2
"6142","Stanley Weyman",2
"6143","Stanley Whiteside",2
"6144","Stephen Arr",2
"6145","Stephen Coleridge",2
"6146","Stephen Oliver",2
"6147","Stephen Paget",2
"6148","Stewart Culin",2
"6149","Stijn Streuvels",2
"6150","Stuart Daggett",2
"6151","Stuart Fleming",2
"6152","Su Liu",2
"6153","Susan Bogert Warner",2
"6154","Susan Moodie",2
"6155","Sutherland Menzies",2
"6156","Svend Fleuron",2
"6157","Swami Panchadasi",2
"6158","Sydney De Loghe",2
"6159","Sylvanus Stall",2
"6160","T. Adolphus Trollope",2
"6161","T. D. Hamm",2
"6162","T. G. Tucker",2
"6163","T. J. Llewelyn Prichard",2
"6164","T. L. Pennell",2
"6165","T. Latham",2
"6166","T. Lindsay Buick",2
"6167","T. M. Kettle",2
"6168","T. R. Glover",2
"6169","T. W. Rolleston",2
"6170","T.P. Wilson",2
"6171","Tao Qian",2
"6172","Tenney Frank",2
"6173","Teofilo Folengo",2
"6174","Terry A. Vaughan",2
"6175","The Consumers' League of New York",2
"6176","The Reformed Presbytery",2
"6177","Theodor Birt",2
"6178","Theodor Hertzka",2
"6179","Theodor Herzl",2
"6180","Theodor Hildebrand",2
"6181","Theodor von Kobbe",2
"6182","Theodore H. Eaton",2
"6183","Theodore H. Rand",2
"6184","Theodore P. Wilson",2
"6185","Theodore Sturgeon",2
"6186","Theodore Watts-Dunton",2
"6187","Thomas a Kempis",2
"6188","Thomas Adolphus Trollope",2
"6189","Thomas Archer",2
"6190","Thomas Arnold",2
"6191","Thomas Benfield Harbottle",2
"6192","Thomas Brassey",2
"6193","Thomas Brown",2
"6194","Thomas Bulfinch",2
"6195","Thomas C. Dawson",2
"6196","Thomas Carlyle and Ralph Waldo Emerson",2
"6197","Thomas Cochrane, Tenth Earl of Dundonald",2
"6198","Thomas Conant",2
"6199","Thomas Day",2
"6200","Thomas Dimsdale",2
"6201","Thomas Dixon, Jr.",2
"6202","Thomas Dowler Murphy",2
"6203","Thomas Edward Thorpe",2
"6204","Thomas Fowler",2
"6205","Thomas Frost",2
"6206","Thomas Gage",2
"6207","Thomas Garnett",2
"6208","Thomas Gent",2
"6209","Thomas Gray",2
"6210","Thomas H. Huxley",2
"6211","Thomas Inman",2
"6212","Thomas Little Heath",2
"6213","Thomas Love Peacock",2
"6214","Thomas M'Crie",2
"6215","Thomas M. (Thomas Matthew) St. John",2
"6216","Thomas Malory",2
"6217","Thomas Mayne Reid",2
"6218","Thomas Mitchell",2
"6219","Thomas Nash",2
"6220","Thomas Newbigging",2
"6221","Thomas O'Hagan",2
"6222","Thomas Peter Krag",2
"6223","Thomas R. R. Stebbing",2
"6224","Thomas Roger Smith",2
"6225","Thomas Sikes",2
"6226","Thomas Stevens",2
"6227","Thomas W. Allies",2
"6228","Thomas W. Corbin",2
"6229","Thomas Whitney Surette",2
"6230","Thomas William Allies",2
"6231","Thomas Williamson",2
"6232","Thomas Wodehouse Legh Newton",2
"6233","Thomas Wood",2
"6234","Thomas Wyatt",2
"6235","Thornton Hall",2
"6236","Tianhua Zang Zhuren",2
"6237","Timothy East",2
"6238","Timothy Shay Arthur",2
"6239","Titus Tobler",2
"6240","Tobias Smollett",2
"6241","Toini Topelius",2
"6242","Tom Hood",2
"6243","Tom Leahy",2
"6244","Tom Pace",2
"6245","Toyokichi Iyenaga",2
"6246","Transcriber's Note About the Author:",2
"6247","Trinidad Hermenegildo Pardo de Tavera",2
"6248","Trumbull White",2
"6249","Tucídides",2
"6250","Tyrone Power",2
"6251","U. S. Copyright Office Library of Congress",2
"6252","Ulysse Chevalier",2
"6253","Uncle Philip",2
"6254","United States Department of Agriculture",2
"6255","United States Department of the Interior",2
"6256","United States Government",2
"6257","United States National Park Service",2
"6258","United States Tariff Commission",2
"6259","Unknown Author",2
"6260","US Army",2
"6261","V. (Victoria) Sackville-West",2
"6262","V. de Almeida Garrett",2
"6263","V. E. Thiessen",2
"6264","Valter Juva",2
"6265","Van Tassel Sutphen",2
"6266","Van Wyck Brooks",2
"6267","Vatsyayana",2
"6268","Veikko Antero Koskenniemi",2
"6269","Vera C. Barclay",2
"6270","Vernon Kellogg",2
"6271","Vernon L. Kellogg",2
"6272","Víctor Hugo",2
"6273","Victor Rousseau",2
"6274","Victor Tissot",2
"6275","Vihtori Niemi",2
"6276","Viljo Kojo",2
"6277","Vincent Starrett",2
"6278","Vincente Blasco Ibáñez",2
"6279","Violet Paget (AKA Vernon Lee)",2
"6280","Visconde de Vila Moura",2
"6281","Vita Sackville-West",2
"6282","Vitruvius",2
"6283","Voldemar Lindman",2
"6284","W. B. Yeats",2
"6285","W. Basil Worsfold",2
"6286","W. Carew Hazlitt",2
"6287","W. Crooke",2
"6288","W. D. Hambly",2
"6289","W. D. Lighthall",2
"6290","W. Douglas Newton",2
"6291","W. E. Burghardt Du Bois",2
"6292","W. Friedrich",2
"6293","W. G. (William George) Aston",2
"6294","W. G. Blaikie",2
"6295","W. G. Collingwood",2
"6296","W. Grant Hague",2
"6297","W. H. Fitchett",2
"6298","W. H. Koebel",2
"6299","W. H. L. Watson",2
"6300","W. H. Riehl",2
"6301","W. H. Russell",2
"6302","W. J. Dawson",2
"6303","W. J. Henderson",2
"6304","W. J. Loftie",2
"6305","W. J. Matthews",2
"6306","W. K. Tweedie",2
"6307","W. Mattieu Williams",2
"6308","W. P. Haskett Smith",2
"6309","W. Riley",2
"6310","W. S. B. Mathews",2
"6311","W. Stewart Wallace",2
"6312","W. T. Nichols",2
"6313","W. T. Simpson",2
"6314","W. W. Jacobs",2
"6315","W. Y. Sellar",2
"6316","W.D. Lighthall",2
"6317","Waldron Baily",2
"6318","Wallace Irwin",2
"6319","Wallace West",2
"6320","Walter A. Dyer",2
"6321","Walter Adeney",2
"6322","Walter Camp",2
"6323","Walter Cooper Dendy",2
"6324","Walter De La Mare",2
"6325","Walter E. Traprock",2
"6326","Walter H. Tregellas",2
"6327","Walter Hasenclever",2
"6328","Walter Higgins",2
"6329","Walter Hough",2
"6330","Walter Kubilius",2
"6331","Walter Lionel George",2
"6332","Walter M. Chandler",2
"6333","Walter M. Gallichan",2
"6334","Walter Rothschild",2
"6335","Walter Tyndale",2
"6336","Walter White",2
"6337","Walter William Skeat",2
"6338","Walter Winans",2
"6339","War Department",2
"6340","Ward Moore",2
"6341","Warren H. Wilson",2
"6342","Washington Allston",2
"6343","Wayne Whipple",2
"6344","Wenona Gilman",2
"6345","Wentworth Webster",2
"6346","Whitelaw Reid",2
"6347","Wilfred Mark Webb",2
"6348","Wilfred Scawen Blunt",2
"6349","Wilfred Thomason Grenfell",2
"6350","Wilfrid Ball",2
"6351","Wilhelm Jensen",2
"6352","Wiliam Cabell Bruce",2
"6353","Will Carleton",2
"6354","Will Rossiter",2
"6355","Willem Bilderdijk",2
"6356","William A. Caruthers",2
"6357","William Alexander",2
"6358","William Allingham",2
"6359","William Anderson",2
"6360","William Babington Maxwell",2
"6361","William Baird",2
"6362","William Barnes",2
"6363","William Bateson",2
"6364","William Beattie",2
"6365","William Bligh",2
"6366","William Bradford",2
"6367","William Brittain",2
"6368","William Butler (W.B.) Yeats",2
"6369","William Congreve",2
"6370","William D. Howells",2
"6371","William Dampier",2
"6372","William Davenport Adams",2
"6373","William De Morgan",2
"6374","William Delisle Hay",2
"6375","William Donahey",2
"6376","William Douglas O'Connor",2
"6377","William Eleazar Barton",2
"6378","William Emer Miller",2
"6379","William Ernest Henley",2
"6380","William F. Nolan",2
"6381","William Finden",2
"6382","William Francis Butler",2
"6383","William Frederick Poole",2
"6384","William Gannaway Brownlow",2
"6385","William Garden Blaikie",2
"6386","William Garrott Brown",2
"6387","William George Jordan",2
"6388","William Gilmore Simms",2
"6389","William Gordon Holmes",2
"6390","William H. Dooley",2
"6391","William H. Herndon",2
"6392","William Hadfield",2
"6393","William Hamilton Osborne",2
"6394","William Harvey",2
"6395","William Henry Atherton",2
"6396","William Henry Davenport Adams",2
"6397","William Henry Drummond",2
"6398","William Henry Frost",2
